,"file_name","image_type","predicted_index","possible_label"
133,"microwave_ILSVRC2012_val_00047421_s.jpg","promontory",976,"promontory"
134,"chair_ILSVRC2012_val_00001953_s.jpg","rocking chair",765,"rocking chair"
135,"snake_ILSVRC2012_val_00006751_s.jpg","Gila monster",45,"Gila monster"
136,"frog_ILSVRC2012_val_00010287_s.jpg","tree frog",31,"tree frog"
137,"gun_ILSVRC2012_val_00012180_s.jpg","revolver",763,"revolver"
138,"elephant_ILSVRC2012_val_00011247_s.jpg","African bush elephant",386,"African bush elephant"
139,"dog_ILSVRC2012_val_00012566_s.jpg","Bluetick Coonhound",164,"Bluetick Coonhound"
140,"horse_ILSVRC2012_val_00008317_s.jpg","horse-drawn vehicle",603,"horse-drawn vehicle"
141,"helmet_ILSVRC2012_val_00013302_s.jpg","stone wall",825,"stone wall"
142,"crocodilian_ILSVRC2012_val_00010826_s.jpg","megalith",649,"megalith"
143,"flower_ILSVRC2012_val_00048934_s.jpg","earth star fungus",995,"earth star fungus"
144,"chair_ILSVRC2012_val_00004120_s.jpg","folding chair",559,"folding chair"
145,"dog_ILSVRC2012_val_00030058_s.jpg","Cairn Terrier",192,"Cairn Terrier"
146,"strawberry_ILSVRC2012_val_00031440_s.jpg","stone wall",825,"stone wall"
147,"bellpepper_ILSVRC2012_val_00003536_s.jpg","stone wall",825,"stone wall"
148,"shoe_ILSVRC2012_val_00033141_s.jpg","sandal",774,"sandal"
149,"snail_ILSVRC2012_val_00045031_s.jpg","snail",113,"snail"
150,"dryer_ILSVRC2012_val_00027635_s.jpg","cannon",471,"cannon"
151,"microwave_ILSVRC2012_val_00037721_s.jpg","front curtain",854,"front curtain"
152,"hippopotamus_ILSVRC2012_val_00045847_s.jpg","Gila monster",45,"Gila monster"
153,"mug_ILSVRC2012_val_00020276_s.jpg","cauldron",469,"cauldron"
154,"broccoli_ILSVRC2012_val_00019851_s.jpg","cloak",501,"cloak"
155,"crocodilian_ILSVRC2012_val_00037166_s.jpg","megalith",649,"megalith"
156,"corn_ILSVRC2012_val_00019250_s.jpg","mountain",970,"mountain"
157,"corn_ILSVRC2012_val_00007467_s.jpg","mitten",658,"mitten"
158,"monkey_ILSVRC2012_val_00025615_s.jpg","flatworm",110,"flatworm"
159,"banana_ILSVRC2012_val_00021860_s.jpg","sarong",775,"sarong"
160,"microwave_ILSVRC2012_val_00027917_s.jpg","megalith",649,"megalith"
161,"fish_ILSVRC2012_val_00021343_s.jpg","poke bonnet",452,"poke bonnet"
162,"banana_ILSVRC2012_val_00049606_s.jpg","banana",954,"banana"
163,"guitar_ILSVRC2012_val_00021556_s.jpg","rifle",764,"rifle"
164,"frog_ILSVRC2012_val_00033769_s.jpg","ox",345,"ox"
165,"banana_ILSVRC2012_val_00003412_s.jpg","megalith",649,"megalith"
166,"strawberry_ILSVRC2012_val_00023739_s.jpg","thatched roof",853,"thatched roof"
167,"hammer_ILSVRC2012_val_00003387_s.jpg","muzzle",676,"muzzle"
168,"hippopotamus_ILSVRC2012_val_00038747_s.jpg","lion",291,"lion"
169,"crocodilian_ILSVRC2012_val_00018666_s.jpg","megalith",649,"megalith"
170,"mushroom_ILSVRC2012_val_00039698_s.jpg","wool",911,"wool"
171,"guitar_ILSVRC2012_val_00019484_s.jpg","acoustic guitar",402,"acoustic guitar"
172,"snake_ILSVRC2012_val_00014926_s.jpg","hook",600,"hook"
173,"hammer_ILSVRC2012_val_00032002_s.jpg","hatchet",596,"hatchet"
174,"strawberry_ILSVRC2012_val_00035170_s.jpg","promontory",976,"promontory"
175,"dryer_ILSVRC2012_val_00044460_s.jpg","hair dryer",589,"hair dryer"
176,"monkey_ILSVRC2012_val_00030191_s.jpg","triceratops",51,"triceratops"
177,"tiger_ILSVRC2012_val_00038124_s.jpg","triceratops",51,"triceratops"
178,"spider_ILSVRC2012_val_00039661_s.jpg","tick",78,"tick"
179,"squirrel_ILSVRC2012_val_00023383_s.jpg","promontory",976,"promontory"
180,"clock_ILSVRC2012_val_00017693_s.jpg","balance beam",416,"balance beam"
181,"acorn_ILSVRC2012_val_00028557_s.jpg","Gila monster",45,"Gila monster"
182,"flower_ILSVRC2012_val_00019320_s.jpg","palace",698,"palace"
183,"broccoli_ILSVRC2012_val_00027637_s.jpg","Windsor tie",906,"Windsor tie"
184,"elephant_ILSVRC2012_val_00032620_s.jpg","African bush elephant",386,"African bush elephant"
185,"monkey_ILSVRC2012_val_00030362_s.jpg","megalith",649,"megalith"
186,"guitar_ILSVRC2012_val_00033765_s.jpg","sock",806,"sock"
187,"elephant_ILSVRC2012_val_00040375_s.jpg","African bush elephant",386,"African bush elephant"
188,"bird_ILSVRC2012_val_00017028_s.jpg","crane bird",134,"crane bird"
189,"pineapple_ILSVRC2012_val_00009015_s.jpg","pineapple",953,"pineapple"
190,"mug_ILSVRC2012_val_00043571_s.jpg","drink pitcher",725,"drink pitcher"
191,"cat_ILSVRC2012_val_00001341_s.jpg","tabby cat",281,"tabby cat"
192,"frog_ILSVRC2012_val_00022660_s.jpg","triceratops",51,"triceratops"
193,"hammer_ILSVRC2012_val_00015583_s.jpg","muzzle",676,"muzzle"
194,"bellpepper_ILSVRC2012_val_00009973_s.jpg","stone wall",825,"stone wall"
195,"spider_ILSVRC2012_val_00026030_s.jpg","tick",78,"tick"
196,"mug_ILSVRC2012_val_00027194_s.jpg","drink pitcher",725,"drink pitcher"
197,"apple_ILSVRC2012_val_00034820_s.jpg","stone wall",825,"stone wall"
198,"bellpepper_ILSVRC2012_val_00028090_s.jpg","megalith",649,"megalith"
199,"squirrel_ILSVRC2012_val_00035501_s.jpg","cloak",501,"cloak"
200,"pineapple_ILSVRC2012_val_00012582_s.jpg","pineapple",953,"pineapple"
201,"fish_ILSVRC2012_val_00021994_s.jpg","rock beauty fish",392,"rock beauty fish"
202,"monkey_ILSVRC2012_val_00027323_s.jpg","baboon",372,"baboon"
203,"bellpepper_ILSVRC2012_val_00048089_s.jpg","Gila monster",45,"Gila monster"
204,"flower_ILSVRC2012_val_00013936_s.jpg","earth star fungus",995,"earth star fungus"
205,"tiger_ILSVRC2012_val_00015897_s.jpg","lion",291,"lion"
206,"apple_ILSVRC2012_val_00020655_s.jpg","cloak",501,"cloak"
207,"monkey_ILSVRC2012_val_00003631_s.jpg","prayer rug",741,"prayer rug"
208,"clock_ILSVRC2012_val_00035461_s.jpg","stone wall",825,"stone wall"
209,"bear_ILSVRC2012_val_00038263_s.jpg","megalith",649,"megalith"
210,"shoe_ILSVRC2012_val_00020303_s.jpg","slip-on shoe",630,"slip-on shoe"
211,"rabbit_ILSVRC2012_val_00044412_s.jpg","cottontail rabbit",330,"cottontail rabbit"
212,"airplane_ILSVRC2012_val_00049097_s.jpg","stretcher",830,"stretcher"
213,"dryer_ILSVRC2012_val_00038783_s.jpg","hair dryer",589,"hair dryer"
214,"tiger_ILSVRC2012_val_00030651_s.jpg","wombat",106,"wombat"
215,"rabbit_ILSVRC2012_val_00021667_s.jpg","Angora rabbit",332,"Angora rabbit"
216,"rabbit_ILSVRC2012_val_00013125_s.jpg","cottontail rabbit",330,"cottontail rabbit"
217,"fish_ILSVRC2012_val_00014195_s.jpg","tights",638,"tights"
218,"swine_ILSVRC2012_val_00014171_s.jpg","triceratops",51,"triceratops"
219,"bird_ILSVRC2012_val_00004344_s.jpg","birdhouse",448,"birdhouse"
220,"chair_ILSVRC2012_val_00044181_s.jpg","folding chair",559,"folding chair"
221,"butterfly_ILSVRC2012_val_00035074_s.jpg","ringlet butterfly",322,"ringlet butterfly"
222,"turtle_ILSVRC2012_val_00047941_s.jpg","leatherback sea turtle",34,"leatherback sea turtle"
223,"snail_ILSVRC2012_val_00018951_s.jpg","Gila monster",45,"Gila monster"
224,"apple_ILSVRC2012_val_00012232_s.jpg","balance beam",416,"balance beam"
225,"cabbage_ILSVRC2012_val_00019287_s.jpg","megalith",649,"megalith"
226,"car_ILSVRC2012_val_00005456_s.jpg","race car",751,"race car"
227,"camel_ILSVRC2012_val_00013553_s.jpg","stone wall",825,"stone wall"
228,"banana_ILSVRC2012_val_00046575_s.jpg","mountain",970,"mountain"
229,"lemon_ILSVRC2012_val_00028823_s.jpg","stone wall",825,"stone wall"
230,"pineapple_ILSVRC2012_val_00029522_s.jpg","pineapple",953,"pineapple"
231,"snail_ILSVRC2012_val_00001959_s.jpg","megalith",649,"megalith"
232,"crab_ILSVRC2012_val_00008705_s.jpg","rock crab",119,"rock crab"
233,"crocodilian_ILSVRC2012_val_00038287_s.jpg","volcano",980,"volcano"
234,"dryer_ILSVRC2012_val_00013313_s.jpg","suit",834,"suit"
235,"lobster_ILSVRC2012_val_00002502_s.jpg","American lobster",122,"American lobster"
236,"car_ILSVRC2012_val_00034824_s.jpg","race car",751,"race car"
237,"microwave_ILSVRC2012_val_00042691_s.jpg","promontory",976,"promontory"
238,"cat_ILSVRC2012_val_00031180_s.jpg","cloak",501,"cloak"
0,"elephant_ILSVRC2012_val_00018263_s.jpg","sarong",775,"sarong"
